id,CustomerName,CustomerAddress,idState,id2,RegTime,RegisterTime,Sum1,Sum2,Sum3,Sum4,Sum5,Sum6,Sum7
31,Customer_31,Address_31,23,5196,"2022-06-21 10:52:39","2022-06-21 10:52:39",364.901,966.266,736.629,784.347,711.847,206.194,895.428
32,Customer_32,Address_32,43,6458,"2023-06-18 10:52:39","2023-06-18 10:52:39",464.905,953.857,374.569,11.2759,932.672,629.532,349.644
33,Customer_33,Address_33,43,3242,"2023-01-16 10:52:39","2023-01-16 10:52:39",587.772,937.658,924.973,811.893,284.548,987.057,81.6435
34,Customer_34,Address_34,23,9912,"2023-02-26 10:52:39","2023-02-26 10:52:39",80.9055,573.445,624.507,402.2,137.479,480.793,991.531
35,Customer_35,Address_35,26,6416,"2023-06-13 10:52:39","2023-06-13 10:52:39",510.196,161.642,277.625,903.197,683.11,705.959,480.465
36,Customer_36,Address_36,15,9827,"2024-04-09 10:52:39","2024-04-09 10:52:39",311.919,406.918,98.8339,273.415,70.5734,532.622,451.39
37,Customer_37,Address_37,33,9471,"2022-12-01 10:52:39","2022-12-01 10:52:39",821.084,918.535,129.423,891.509,69.2763,671.855,151.445
38,Customer_38,Address_38,38,3285,"2024-04-14 10:52:39","2024-04-14 10:52:39",462.324,177.09,498.478,961.122,310.174,667.505,407.001
39,Customer_39,Address_39,2,9473,"2023-02-26 10:52:39","2023-02-26 10:52:39",224.697,294.043,796.121,98.4781,104.027,224.701,811.422
40,Customer_40,Address_40,20,5327,"2023-11-12 10:52:39","2023-11-12 10:52:39",832.026,395.512,481.48,220.863,659.876,636.791,204.327
41,Customer_41,Address_41,6,9490,"2023-08-11 10:52:39","2023-08-11 10:52:39",84.4403,273.532,114.341,751.108,412.517,809.259,808.746
42,Customer_42,Address_42,31,6881,"2023-07-15 10:52:39","2023-07-15 10:52:39",138.247,431.944,744.978,429.06,910.363,264.636,592.09
43,Customer_43,Address_43,9,1507,"2022-10-23 10:52:39","2022-10-23 10:52:39",743.623,370.341,620.836,993.157,103.28,536.926,374.789
44,Customer_44,Address_44,14,2723,"2024-01-15 10:52:39","2024-01-15 10:52:39",265.083,821.697,313.233,101.075,565.674,525.149,928.719
45,Customer_45,Address_45,4,5991,"2023-03-28 10:52:39","2023-03-28 10:52:39",178.92,188.968,408.082,473.504,143.273,295.852,49.4437
46,Customer_46,Address_46,18,6849,"2024-01-13 10:52:39","2024-01-13 10:52:39",904.566,10.1342,336.972,654.456,261.364,343.452,933.17
47,Customer_47,Address_47,32,4401,"2022-05-30 10:52:39","2022-05-30 10:52:39",782.562,962.961,467.118,446.705,832.173,820.751,607.234
48,Customer_48,Address_48,29,1430,"2023-05-05 10:52:39","2023-05-05 10:52:39",444.609,670.095,16.6506,72.9671,314.883,355.516,832.931
49,Customer_49,Address_49,5,9925,"2023-01-18 10:52:39","2023-01-18 10:52:39",346.534,739.632,658.556,73.8861,393.762,747.152,554.476
50,Customer_50,Address_50,27,9920,"2023-08-25 10:52:39","2023-08-25 10:52:39",842.161,121.382,80.4293,37.9991,948.708,629.542,301.584
51,Customer_51,Address_51,31,2725,"2024-03-04 10:52:39","2024-03-04 10:52:39",928.644,340.917,918.651,570.506,96.5765,771.364,567.093
52,Customer_52,Address_52,27,9150,"2022-06-13 10:52:39","2022-06-13 10:52:39",102,618.775,787.872,83.0387,51.5762,8.76477,889.095
53,Customer_53,Address_53,21,4857,"2022-08-09 10:52:39","2022-08-09 10:52:39",142.029,53.4008,840.918,44.3854,699.174,362.716,716.058
54,Customer_54,Address_54,25,3812,"2024-03-15 10:52:39","2024-03-15 10:52:39",493.646,209.477,566.448,203.811,319.712,987.125,976.487
55,Customer_55,Address_55,47,7082,"2023-02-22 10:52:39","2023-02-22 10:52:39",52.8453,415.982,921.372,358.916,30.464,75.5718,286.467
56,Customer_56,Address_56,11,2518,"2023-12-03 10:52:39","2023-12-03 10:52:39",627.062,455.416,395.893,613.217,878.406,552.38,126.682
57,Customer_57,Address_57,49,5511,"2023-03-22 10:52:39","2023-03-22 10:52:39",384.545,189.662,794.673,404.379,637.875,976.238,967.564
58,Customer_58,Address_58,46,6785,"2023-05-27 10:52:39","2023-05-27 10:52:39",505.983,69.2047,828.074,932.755,179.553,99.5014,958.847
59,Customer_59,Address_59,25,6419,"2023-04-30 10:52:39","2023-04-30 10:52:39",810.643,483.014,983.139,466.656,383.863,519.345,445.136
60,Customer_60,Address_60,34,1025,"2024-05-08 10:52:39","2024-05-08 10:52:39",47.425,203.587,875.662,767.548,210.754,751.125,123.364
61,Customer_61,Address_61,19,5024,"2024-01-31 10:52:39","2024-01-31 10:52:39",385.111,489.661,292.973,995.883,100.497,514.836,272.687
62,Customer_62,Address_62,41,3489,"2022-07-10 10:52:39","2022-07-10 10:52:39",800.806,225.704,726.104,953.406,588.719,83.3782,650.733
63,Customer_63,Address_63,1,1589,"2023-09-28 10:52:39","2023-09-28 10:52:39",387.122,985.511,766.189,874.412,73.494,744.234,500.685
64,Customer_64,Address_64,14,8664,"2023-06-26 10:52:39","2023-06-26 10:52:39",673.801,31.8859,138.026,594.472,558.283,7.99664,365.136
65,Customer_65,Address_65,41,9217,"2024-01-21 10:52:39","2024-01-21 10:52:39",61.407,826.732,949.437,266.99,486.641,632.233,701.243
66,Customer_66,Address_66,31,9494,"2022-08-05 10:52:39","2022-08-05 10:52:39",622.012,437.917,323.548,303.989,549.304,834.55,524.841
67,Customer_67,Address_67,7,1254,"2022-10-25 10:52:39","2022-10-25 10:52:39",812.937,726.098,191.677,780.093,325.434,286.892,458.157
68,Customer_68,Address_68,22,7984,"2023-03-13 10:52:39","2023-03-13 10:52:39",621.864,339.282,830.816,136.235,188.727,534.932,108.476
69,Customer_69,Address_69,47,4262,"2022-05-18 10:52:39","2022-05-18 10:52:39",911.232,556.921,50.9079,583.776,766.158,79.4623,98.8366
70,Customer_70,Address_70,13,9842,"2024-02-01 10:52:39","2024-02-01 10:52:39",777.43,452.242,928.922,287.882,652.646,399.584,39.9814
71,Customer_71,Address_71,1,8972,"2023-07-11 10:52:39","2023-07-11 10:52:39",470.968,77.762,975.906,646.246,303.512,578.82,983.565
72,Customer_72,Address_72,10,9605,"2023-11-26 10:52:39","2023-11-26 10:52:39",314.382,862.246,368.087,253.694,164.212,59.9768,807.248
73,Customer_73,Address_73,43,8738,"2022-12-01 10:52:39","2022-12-01 10:52:39",71.0544,164.991,611.793,563.992,984.582,230.934,200.922
74,Customer_74,Address_74,16,9606,"2022-09-07 10:52:39","2022-09-07 10:52:39",361.038,267.26,253.187,464.153,561.207,413.575,384.254
75,Customer_75,Address_75,35,3249,"2023-12-17 10:52:39","2023-12-17 10:52:39",290.937,830.197,278.176,900.286,666.901,633.648,167.538
76,Customer_76,Address_76,47,2630,"2024-03-08 10:52:39","2024-03-08 10:52:39",933.364,380.792,103.868,376.965,573.219,735.201,956.347
77,Customer_77,Address_77,29,1104,"2023-09-19 10:52:39","2023-09-19 10:52:39",613.827,79.9057,558.048,550.524,78.4735,740.797,468.564
78,Customer_78,Address_78,7,2768,"2023-02-18 10:52:39","2023-02-18 10:52:39",515.389,714.111,24.389,979.611,824.887,185.603,453.352
79,Customer_79,Address_79,36,2707,"2022-09-27 10:52:39","2022-09-27 10:52:39",524.168,164.877,251.881,764.774,68.2248,46.8035,29.3429
80,Customer_80,Address_80,1,9491,"2022-12-24 10:52:39","2022-12-24 10:52:39",662.261,215.663,91.5333,810.676,778.782,461.883,973.068
81,Customer_81,Address_81,24,5313,"2022-06-18 10:52:39","2022-06-18 10:52:39",348.114,869.055,300.932,897.494,584.674,230.888,400.418
82,Customer_82,Address_82,16,4112,"2022-10-10 10:52:39","2022-10-10 10:52:39",967.996,436.593,278.977,85.1057,588.598,687.675,672.578
83,Customer_83,Address_83,15,5334,"2023-05-11 10:52:39","2023-05-11 10:52:39",97.0897,960.325,510.357,670.81,822.978,102.46,43.3661
84,Customer_84,Address_84,46,4754,"2023-08-30 10:52:39","2023-08-30 10:52:39",535.645,605.958,422.858,296.413,213.494,178.231,250.67
85,Customer_85,Address_85,36,8571,"2024-04-10 10:52:39","2024-04-10 10:52:39",728.37,490.517,267.474,865.819,526.674,35.9124,599.54
86,Customer_86,Address_86,45,6860,"2023-03-16 10:52:39","2023-03-16 10:52:39",976.915,126.266,700.588,124.142,518.945,222.299,554.662
87,Customer_87,Address_87,6,8812,"2024-05-01 10:52:39","2024-05-01 10:52:39",501.406,443.658,714.072,239.385,54.7101,555.395,612.846
88,Customer_88,Address_88,20,2365,"2023-04-01 10:52:39","2023-04-01 10:52:39",366.411,139.176,596.647,565.708,38.596,495.858,363.499
89,Customer_89,Address_89,17,6032,"2022-10-06 10:52:39","2022-10-06 10:52:39",351.892,341.897,653.811,243.361,255.376,546.794,967.841
90,Customer_90,Address_90,10,1815,"2022-08-30 10:52:39","2022-08-30 10:52:39",10.9026,484.885,391.716,503.924,344.474,210.596,19.5582
91,Customer_91,Address_91,24,3442,"2022-06-17 10:52:39","2022-06-17 10:52:39",979.503,21.3959,168.47,778.162,385.398,592.507,806.342
92,Customer_92,Address_92,13,8667,"2023-05-20 10:52:39","2023-05-20 10:52:39",929.202,155.053,987.658,473.132,402.686,594.034,762.112
93,Customer_93,Address_93,2,8703,"2023-12-27 10:52:39","2023-12-27 10:52:39",404.206,437.782,976.289,568.101,911.639,853.893,534.545
94,Customer_94,Address_94,6,9564,"2023-07-11 10:52:39","2023-07-11 10:52:39",269.659,73.6054,559.049,574.429,194.996,251.695,673.486
95,Customer_95,Address_95,31,1371,"2023-08-21 10:52:39","2023-08-21 10:52:39",722.744,505.79,360.717,286.213,348.917,885.944,382.969
96,Customer_96,Address_96,13,2225,"2022-07-22 10:52:39","2022-07-22 10:52:39",140.347,972.435,441.134,288.365,118.424,727.023,279.845
97,Customer_97,Address_97,11,3261,"2023-03-04 10:52:39","2023-03-04 10:52:39",255.011,469.813,584.03,510.713,801.476,475.239,971.767
98,Customer_98,Address_98,22,3252,"2022-06-21 10:52:39","2022-06-21 10:52:39",9.50012,191.289,927.945,65.8575,545.453,529.691,12.0956
99,Customer_99,Address_99,24,3886,"2023-12-30 10:52:39","2023-12-30 10:52:39",985.251,357.766,833.079,92.0977,961.251,529.961,766.053
100,Customer_100,Address_100,13,9133,"2022-10-12 10:52:39","2022-10-12 10:52:39",276.643,990.493,122.536,641.202,838.403,268.407,826.828
101,Customer_101,Address_101,17,2476,"2022-09-16 10:52:39","2022-09-16 10:52:39",676.485,881.153,376.307,238.079,61.4728,593.127,781.217
102,Customer_102,Address_102,7,3608,"2024-03-27 10:52:39","2024-03-27 10:52:39",476.585,175.207,446.278,705.772,190.024,832.807,593.959
103,Customer_103,Address_103,24,6175,"2023-06-15 10:52:39","2023-06-15 10:52:39",579.546,514.986,836.29,636.494,673.599,458.512,271.765
104,Customer_104,Address_104,50,1910,"2023-04-07 10:52:39","2023-04-07 10:52:39",475.795,711.443,129.832,514.832,184.662,378.814,340.085
105,Customer_105,Address_105,29,8196,"2023-10-06 10:52:39","2023-10-06 10:52:39",132.681,744.419,324.051,387,962.845,653.224,377.586
106,Customer_106,Address_106,47,5576,"2022-11-10 10:52:39","2022-11-10 10:52:39",263.732,45.0723,434.166,35.6133,875.569,271.003,728.311
107,Customer_107,Address_107,42,9620,"2023-10-08 10:52:39","2023-10-08 10:52:39",643.104,305.647,598.924,77.6793,591.624,725.08,850.528
108,Customer_108,Address_108,4,8518,"2022-06-27 10:52:39","2022-06-27 10:52:39",218.338,256.919,629.583,377.159,997.045,853.747,277.602
109,Customer_109,Address_109,42,3709,"2024-04-28 10:52:39","2024-04-28 10:52:39",221.105,31.0132,491.751,365.714,353.319,669.453,287.305
110,Customer_110,Address_110,22,3510,"2024-02-26 10:52:39","2024-02-26 10:52:39",713.962,239.354,54.8841,556.359,617.143,416.638,231.76
111,Customer_111,Address_111,46,8642,"2023-05-04 10:52:39","2023-05-04 10:52:39",48.0307,682.863,270.224,302.53,701.977,602.298,905.556
112,Customer_112,Address_112,37,8989,"2023-10-28 10:52:39","2023-10-28 10:52:39",717.61,759.5,644.669,944.845,790.216,116.549,212.095
113,Customer_113,Address_113,36,9260,"2023-06-18 10:52:39","2023-06-18 10:52:39",530.364,281.465,816.234,236.772,735.162,965.491,621.972
114,Customer_114,Address_114,11,2809,"2023-08-24 10:52:39","2023-08-24 10:52:39",221.402,12.3548,397.568,950.776,561.178,953.56,84.2667
115,Customer_115,Address_115,29,5954,"2024-03-26 10:52:39","2024-03-26 10:52:39",700.449,291.136,354.336,898.27,428.344,446.911,949.521
116,Customer_116,Address_116,21,2672,"2022-12-16 10:52:39","2022-12-16 10:52:39",984.418,797.009,31.7885,767.917,744.22,417.348,854.079
117,Customer_117,Address_117,1,5765,"2023-03-11 10:52:39","2023-03-11 10:52:39",374.181,93.2577,343.747,438.961,163.566,500.946,14.0334
118,Customer_118,Address_118,29,8150,"2023-11-01 10:52:39","2023-11-01 10:52:39",969.974,37.7118,278.637,280.051,564.343,981.562,214.781
119,Customer_119,Address_119,7,1015,"2023-02-18 10:52:39","2023-02-18 10:52:39",100.184,637.663,887.761,525.819,965.812,251.602,360.572
120,Customer_120,Address_120,3,2427,"2023-01-29 10:52:39","2023-01-29 10:52:39",767.582,891.946,156.983,109.078,74.4411,44.9711,1.53218
121,Customer_121,Address_121,44,4232,"2024-01-08 10:52:39","2024-01-08 10:52:39",809.897,517.093,155.773,227.586,670.611,670.296,339.646
122,Customer_122,Address_122,35,4759,"2024-04-27 10:52:39","2024-04-27 10:52:39",880.912,324.018,977.352,914.708,641.483,463.29,392.002
123,Customer_123,Address_123,29,7072,"2023-01-18 10:52:39","2023-01-18 10:52:39",291.131,466.533,459.27,896.749,105.938,839.443,879.398
124,Customer_124,Address_124,44,7796,"2024-02-05 10:52:39","2024-02-05 10:52:39",432.795,745.072,426.977,899.666,217.402,388.013,287.857
125,Customer_125,Address_125,14,5613,"2022-11-25 10:52:39","2022-11-25 10:52:39",149.687,535.847,230.174,543.329,26.1246,500.635,424.802
126,Customer_126,Address_126,32,8525,"2023-09-30 10:52:39","2023-09-30 10:52:39",63.1323,372.759,674.399,253.716,245.382,465.764,592.676
127,Customer_127,Address_127,29,1471,"2023-04-01 10:52:39","2023-04-01 10:52:39",661.493,616.253,96.7859,635.17,885.493,521.954,953.29
128,Customer_128,Address_128,11,2287,"2024-02-24 10:52:39","2024-02-24 10:52:39",138.861,353.449,350.66,692.955,412.794,985.107,687.152
129,Customer_129,Address_129,25,4066,"2023-11-07 10:52:39","2023-11-07 10:52:39",289.738,661.513,438.348,207.204,720.973,983.256,753.359
130,Customer_130,Address_130,41,8425,"2023-01-10 10:52:39","2023-01-10 10:52:39",895.855,456.66,595.736,608.698,256.284,455.324,507.767
131,Customer_131,Address_131,9,4069,"2024-01-01 10:52:39","2024-01-01 10:52:39",909.648,988.597,214.041,104.413,879.945,86.4835,792.584
132,Customer_132,Address_132,36,2256,"2023-03-15 10:52:39","2023-03-15 10:52:39",518.918,831.98,603.146,519.789,789.507,388.167,572.316
133,Customer_133,Address_133,35,7915,"2022-11-15 10:52:39","2022-11-15 10:52:39",449.443,994.364,623.49,134.361,801.334,603.589,613.941
134,Customer_134,Address_134,13,5075,"2023-05-27 10:52:39","2023-05-27 10:52:39",78.8785,931.917,422.95,318.998,326.14,673.707,390.115
135,Customer_135,Address_135,47,5292,"2023-03-08 10:52:39","2023-03-08 10:52:39",550.481,963.657,166.842,943.239,215.669,248.63,596.14
136,Customer_136,Address_136,12,4470,"2023-12-05 10:52:39","2023-12-05 10:52:39",961.976,138.534,806.743,618.114,670.34,497.358,475.771
137,Customer_137,Address_137,45,1059,"2023-08-19 10:52:39","2023-08-19 10:52:39",843.089,97.7456,959.462,504.074,641.984,697.697,562.532
138,Customer_138,Address_138,36,9192,"2023-08-04 10:52:39","2023-08-04 10:52:39",232.183,983.133,219.118,146.192,73.6049,929.448,426.427
139,Customer_139,Address_139,18,4957,"2024-01-16 10:52:39","2024-01-16 10:52:39",515.876,78.4498,844.621,987.755,404.914,61.3049,91.7819
140,Customer_140,Address_140,14,1896,"2023-01-11 10:52:39","2023-01-11 10:52:39",66.9081,315.064,374.596,927.789,515.155,792.41,416.585
141,Customer_141,Address_141,36,3508,"2023-10-28 10:52:39","2023-10-28 10:52:39",546.32,902.119,871.638,651.831,644.243,265.721,395.875
142,Customer_142,Address_142,10,7511,"2024-03-26 10:52:39","2024-03-26 10:52:39",182.572,701.117,957.868,685.988,556.336,723.717,949.576
143,Customer_143,Address_143,29,1314,"2023-06-27 10:52:39","2023-06-27 10:52:39",117.33,253.391,914.968,814.665,328.422,198.114,5.30488
144,Customer_144,Address_144,22,2304,"2023-07-09 10:52:39","2023-07-09 10:52:39",707.189,250.636,131.614,906.164,135.975,961.386,399.006
145,Customer_145,Address_145,6,4215,"2023-06-20 10:52:39","2023-06-20 10:52:39",198.238,629.05,550.535,865.527,676.029,783.566,889.743
146,Customer_146,Address_146,5,8387,"2022-10-03 10:52:39","2022-10-03 10:52:39",588.585,512.231,795.401,440.312,815.357,755.849,333.176
147,Customer_147,Address_147,20,9929,"2022-11-05 10:52:39","2022-11-05 10:52:39",851.995,962.933,258.68,404.603,246.974,21.0593,364.375
148,Customer_148,Address_148,38,7303,"2023-12-04 10:52:39","2023-12-04 10:52:39",27.6919,461.175,222.798,730.465,983.93,728.258,689.499
149,Customer_149,Address_149,14,3206,"2023-07-02 10:52:39","2023-07-02 10:52:39",451.707,946.3,376.381,43.0049,85.8815,300.393,244.319
150,Customer_150,Address_150,17,8822,"2023-08-10 10:52:39","2023-08-10 10:52:39",314.537,419.537,154.072,511.748,96.527,947.389,447.366
151,Customer_151,Address_151,20,6680,"2022-06-07 10:52:39","2022-06-07 10:52:39",966.833,917.872,688.864,690.702,386.919,862.491,151.696
152,Customer_152,Address_152,9,4599,"2023-05-27 10:52:39","2023-05-27 10:52:39",233.712,708.432,841.022,79.8142,876.005,140.584,74.9021
153,Customer_153,Address_153,48,5851,"2022-09-13 10:52:39","2022-09-13 10:52:39",568.655,331.716,952.613,767.917,981.745,604.977,79.6467
154,Customer_154,Address_154,30,7098,"2023-02-06 10:52:39","2023-02-06 10:52:39",157.171,871.91,888.037,824.454,458.159,817.434,712.694
155,Customer_155,Address_155,6,4759,"2022-11-12 10:52:39","2022-11-12 10:52:39",522.994,349.223,177.133,837.997,658.587,778.943,918.956
156,Customer_156,Address_156,13,5795,"2022-08-05 10:52:39","2022-08-05 10:52:39",854.212,599.338,434.054,372.258,559.126,678.858,716.909
157,Customer_157,Address_157,28,6302,"2023-10-09 10:52:39","2023-10-09 10:52:39",741.466,802,785.6,522.003,253.215,700.066,740.685
158,Customer_158,Address_158,31,8146,"2024-01-20 10:52:39","2024-01-20 10:52:39",421.261,624.216,857.294,413.821,497.225,244.66,731.624
159,Customer_159,Address_159,47,4832,"2023-08-30 10:52:39","2023-08-30 10:52:39",506.267,461.072,786.557,549.569,388.174,292.162,296.288
160,Customer_160,Address_160,31,2223,"2022-08-24 10:52:39","2022-08-24 10:52:39",915.613,984.068,173.499,915.294,55.9717,533.977,501.968
161,Customer_161,Address_161,46,1302,"2023-06-27 10:52:39","2023-06-27 10:52:39",121.43,273.741,4.41794,200.865,991.073,352.767,790.617
162,Customer_162,Address_162,45,1918,"2022-09-22 10:52:40","2022-09-22 10:52:40",823.828,641.114,734.084,747.078,533.138,424.454,522.86
163,Customer_163,Address_163,18,2224,"2023-01-22 10:52:40","2023-01-22 10:52:40",880.123,427.564,497.454,204.575,530.512,38.8377,602.652
164,Customer_164,Address_164,45,7081,"2022-12-31 10:52:40","2022-12-31 10:52:40",415.746,12.8977,817.251,47.5614,786.054,787.588,579.775
165,Customer_165,Address_165,27,9471,"2024-03-06 10:52:40","2024-03-06 10:52:40",665.599,34.4025,175.215,772.868,338.696,374.875,858.285
166,Customer_166,Address_166,9,3332,"2022-10-14 10:52:40","2022-10-14 10:52:40",199.41,610.922,456.382,449.144,876.571,35.4256,547.414
167,Customer_167,Address_167,32,5605,"2023-01-16 10:52:40","2023-01-16 10:52:40",796.131,981.866,520.934,659.071,732.555,685.561,230.139
168,Customer_168,Address_168,5,8016,"2023-02-22 10:52:40","2023-02-22 10:52:40",741.964,861.286,80.5375,818.829,852.534,806.18,473.301
169,Customer_169,Address_169,48,3879,"2022-11-12 10:52:40","2022-11-12 10:52:40",818.759,826.683,677.138,905.642,496.797,767.057,344.897
170,Customer_170,Address_170,22,1736,"2024-02-05 10:52:40","2024-02-05 10:52:40",451.432,838.937,840.39,685.137,904.517,467.175,622.324
171,Customer_171,Address_171,36,7151,"2023-10-20 10:52:40","2023-10-20 10:52:40",385.653,66.5672,175.877,679.682,870.778,314.847,961.9
172,Customer_172,Address_172,44,4951,"2023-03-05 10:52:40","2023-03-05 10:52:40",685.69,626.665,76.2576,501.292,277.687,884.558,589.728
173,Customer_173,Address_173,15,7350,"2023-02-02 10:52:40","2023-02-02 10:52:40",99.8515,569.172,546.304,24.0035,481.107,333.522,224.291
174,Customer_174,Address_174,7,9384,"2023-10-14 10:52:40","2023-10-14 10:52:40",681.112,520.078,557.051,225.024,453.966,594.758,611.892
175,Customer_175,Address_175,14,5862,"2022-08-16 10:52:40","2022-08-16 10:52:40",757.817,161.936,536.229,195.337,367.999,253.982,165.915
176,Customer_176,Address_176,4,8563,"2022-05-18 10:52:40","2022-05-18 10:52:40",474.23,373.903,446.828,112.431,221.671,771.061,190.29
177,Customer_177,Address_177,32,6584,"2024-01-01 10:52:40","2024-01-01 10:52:40",76.551,819.956,870.128,890.771,843.472,545.047,194.82
178,Customer_178,Address_178,17,1992,"2023-04-22 10:52:40","2023-04-22 10:52:40",342.938,110.329,522.829,283.161,847.317,387.1,393.552
179,Customer_179,Address_179,41,8664,"2022-09-12 10:52:40","2022-09-12 10:52:40",639.096,679.078,478.105,353.289,332.131,600.789,7.55246
180,Customer_180,Address_180,12,2388,"2024-03-30 10:52:40","2024-03-30 10:52:40",864.01,123.875,27.3474,765.112,743.516,422.243,880.669
181,Customer_181,Address_181,7,1369,"2022-10-14 10:52:40","2022-10-14 10:52:40",854.498,885.847,865.741,671.165,758.602,779.515,621.769
182,Customer_182,Address_182,39,9875,"2023-02-19 10:52:40","2023-02-19 10:52:40",141.617,847.981,815.052,531.317,211.428,463.191,681.67
183,Customer_183,Address_183,1,1439,"2023-12-31 10:52:40","2023-12-31 10:52:40",793.697,404.283,640.324,988.77,22.878,148.081,671.769
184,Customer_184,Address_184,46,6019,"2024-04-14 10:52:40","2024-04-14 10:52:40",550.381,617.818,437.947,336.28,367.561,828.964,42.1373
185,Customer_185,Address_185,37,5433,"2023-10-17 10:52:40","2023-10-17 10:52:40",979.41,22.7958,175.749,810.357,524.538,191.619,384.48
186,Customer_186,Address_186,18,6258,"2022-08-14 10:52:40","2022-08-14 10:52:40",640.842,568.016,917.555,883.728,665.976,678.694,395.541
187,Customer_187,Address_187,48,5693,"2022-10-23 10:52:40","2022-10-23 10:52:40",348.603,395.158,929.979,464.422,532.174,267.604,741.497
188,Customer_188,Address_188,46,3689,"2022-10-25 10:52:40","2022-10-25 10:52:40",5.23113,685.034,409.478,992.289,733.012,688.19,241.915
